geohash,deposit,instrength,outstrength,indegree,outdegree,pagerank,fence_center
ws7gxs,-262.0,2,5,2,5,0.0013458920288199172,[ 24.458691   118.08099516]
ws7gxt,-60.0,0,0,0,0,0.0005339031899445346,[ 24.52003675 118.0919515 ]
ws7gxu,-63.0,1,1,1,1,0.0006760418232519064,[ 24.51111553 118.08881384]
ws7gxv,-109.0,6,2,4,1,0.02056383180295441,[ 24.51134986 118.09259182]
ws7gxy,20.0,2,3,2,3,0.0009762773735971434,[ 24.51209576 118.10626934]
wsk4bn,-22.0,2,0,2,0,0.0012029875063889056,[ 24.51170734 118.11730894]
wsk4bp,-17.0,0,0,0,0,0.0005339031899445346,[ 24.47351509 118.11183928]
wsk502,-94.0,2,3,1,2,0.0009910890195932412,[ 24.51886738 118.12019759]
wsk506,-2.0,2,1,2,1,0.013196370555619548,[ 24.52345374 118.12011292]
wsk509,-172.0,0,1,0,1,0.0005339031899445346,[ 24.48115992 118.17349744]
wsk50d,-60.0,1,0,1,0,0.001026476271767554,[ 24.4735375 118.1684105]
wsk50e,-17.0,0,0,0,0,0.0005339031899445346,[ 24.4714235 118.167369 ]
wsk50f,-22.0,0,1,0,1,0.0005339031899445346,[ 24.4798743  118.16460704]
wsk50g,-19.0,0,0,0,0,0.0005339031899445346,[ 24.46315275 118.1638825 ]
wsk50p,-30.0,1,0,1,0,0.0007255114386235435,[ 24.48389926 118.16788443]
wsk50r,-19.0,1,1,1,1,0.0006970629286498218,[ 24.51750935 118.10560826]
wsk50u,0.0,0,0,0,0,0.0005339031899445346,[ 24.50810649 118.09582165]
wsk50v,-3.0,2,0,1,0,0.0006464746764822902,[ 24.50499856 118.09778058]
wsk50x,-77.0,6,6,5,6,0.002006212962099881,[ 24.46297931 118.0703931 ]
wsk50y,-353.0,3,7,3,7,0.000902819009451697,[ 24.4665729  118.08991069]
wsk50z,-947.0,14,28,5,12,0.001463969640922959,[ 24.46738901 118.09315847]
wsk51h,-77.0,1,0,1,0,0.002731961169974027,[ 24.46996473 118.10340131]
wsk51j,-157.0,7,9,4,3,0.0013627521781714317,[ 24.46315036 118.06955516]
wsk51n,-1681.0,15,29,6,12,0.0017861819244382497,[ 24.53089684 118.13289233]
wsk51p,-1255.0,9,21,5,12,0.004773113024077299,[ 24.53243914 118.1372002 ]
wsk51q,-68.0,2,0,2,0,0.002100655138870059,[ 24.49881039 118.13577535]
wsk51r,-645.0,19,9,9,5,0.006500031944332584,[ 24.497574 118.136062]
wsk520,-396.0,10,15,3,8,0.0016611305792797752,[ 24.49044611 118.19098662]
wsk521,-234.0,21,13,10,4,0.004568812726294052,[ 24.496771   118.19111875]
wsk522,-437.0,15,13,6,7,0.0026138711051679046,[ 24.48656555 118.1911107 ]
wsk523,-320.0,9,10,6,6,0.00264501032466596,[ 24.47778893 118.10026268]
wsk524,-1119.0,24,26,8,10,0.004939679673756255,[ 24.46645866 118.10410345]
wsk525,-2210.0,42,48,15,13,0.0077177215924609825,[ 24.47579064 118.10073131]
wsk526,-1422.0,29,36,9,18,0.0031825236555592393,[ 24.48135488 118.18545754]
wsk527,-1282.0,17,42,7,20,0.002941414907355671,[ 24.49306787 118.13800006]
wsk528,-1158.0,21,29,6,10,0.0018610243512244703,[ 24.4938935 118.1252675]
wsk529,-1351.0,13,36,7,16,0.003281083577683775,[ 24.49293839 118.1242847 ]
wsk52b,-1107.0,34,48,8,16,0.0027689816091834665,[ 24.5512632  118.12285318]
wsk52c,-2303.0,24,29,13,10,0.004197774486217554,[ 24.55471569 118.12310719]
wsk52d,-1350.0,42,47,11,19,0.0031581154263840908,[ 24.48570845 118.11696502]
wsk52e,-961.0,19,41,5,15,0.0014265444951623504,[ 24.53871872 118.11236796]
wsk52f,-809.0,10,8,5,5,0.001952088754646451,[ 24.4382655 118.140142 ]
wsk52g,-383.0,19,10,6,4,0.0019292605617142356,[ 24.53492218 118.15878072]
wsk52h,-1084.0,27,27,9,8,0.0042911485939482125,[ 24.438891  118.0856975]
wsk52j,-471.0,19,17,10,6,0.005320335540443514,[ 24.4354705 118.095235 ]
wsk52k,-557.0,7,14,5,10,0.002738936656177419,[ 24.42720888 118.12165507]
wsk52m,-187.0,10,9,7,6,0.0022928158131037407,[ 24.47229127 118.08403083]
wsk52n,-269.0,8,6,6,5,0.0029117431900556228,[ 24.5235165 118.13541  ]
wsk52p,-179.0,7,13,7,9,0.002600804777734554,[ 24.52372975 118.1360545 ]
wsk52q,-1012.0,17,20,9,9,0.0034182443142507187,[ 24.47907691 118.08172943]
wsk52r,-292.0,20,20,12,16,0.004668633495485713,[ 24.545071  118.1541175]
wsk52s,-527.0,20,17,10,10,0.003085096105760702,[ 24.53281779 118.09079431]
wsk52t,-503.0,9,14,5,10,0.002172278607435558,[ 24.52830984 118.09095705]
wsk52u,-66.0,0,1,0,1,0.0005339031899445346,[ 24.44843901 118.07912881]
wsk52v,29.0,6,4,5,3,0.006126296419235377,[ 24.47743628 118.07898814]
wsk52w,-1259.0,34,37,13,15,0.0044122493647474935,[ 24.45346768 118.07870118]
wsk52x,-400.0,20,18,11,10,0.004615439509475653,[ 24.44697575 118.0817225 ]
wsk52y,-406.0,2,4,2,4,0.002690154646434003,[ 24.515459   118.13248275]
wsk52z,-106.0,6,1,5,1,0.025317021504713186,[ 24.46695368 118.07924954]
wsk530,-1535.0,16,31,8,12,0.002784383441024777,[ 24.474209  118.1573665]
wsk531,-3097.0,68,53,14,9,0.007253507422610475,[ 24.46053978 118.11043574]
wsk532,-2021.0,51,26,17,5,0.011909095729782907,[ 24.5181967  118.13180673]
wsk533,-2220.0,51,37,17,8,0.011680277874965029,[ 24.5109425  118.14124275]
wsk534,-1612.0,54,21,19,5,0.012582434170523148,[ 24.43420653 118.1138034 ]
wsk535,-275.0,6,7,4,3,0.002808661287795227,[ 24.43365726 118.11460905]
wsk536,-179.0,27,7,12,3,0.010624592402579609,[ 24.49144733 118.17953102]
wsk537,-171.0,3,5,2,3,0.001602904368271258,[ 24.53179176 118.17895059]
wsk539,-113.0,12,5,7,2,0.0058540552822573255,[ 24.54912961 118.11371892]
wsk53d,-98.0,14,6,8,1,0.0776504936923078,[ 24.54874466 118.11410023]
wsk53e,-25.0,3,1,3,1,0.009444405508368291,[ 24.52080887 118.13644534]
wsk53h,-104.0,1,2,1,2,0.0009789438279342328,[ 24.53638881 118.134006  ]
wsk53j,-633.0,23,14,11,6,0.006497628207724433,[ 24.53421639 118.096412  ]
wsk53k,-235.0,0,6,0,6,0.0005339031899445346,[ 24.54380033 118.10093711]
wsk53m,-582.0,8,11,6,7,0.004369317960835118,[ 24.53838594 118.09473826]
wsk53n,-110.0,7,3,6,3,0.0033934120180519355,[ 24.44411279 118.08041601]
wsk53p,-140.0,3,6,2,4,0.009633452579503371,[ 24.54571668 118.10357287]
wsk53q,-93.0,3,2,3,2,0.0033509561859489815,[ 24.55775917 118.13069581]
wsk580,-49.0,1,5,1,4,0.0006939643546533022,[ 24.42702037 118.12586087]
wsk581,-1244.0,24,45,10,17,0.004893899297275387,[ 24.4316807  118.13539268]
wsk582,-624.0,9,32,6,15,0.0024622429242054603,[ 24.43330653 118.10233317]
wsk583,-1058.0,17,32,9,15,0.004206490995009533,[ 24.446647  118.1572235]
wsk584,-50.0,14,7,5,3,0.0027295267689946747,[ 24.4477945  118.15911425]
wsk585,12.0,0,1,0,1,0.0005339031899445346,[ 24.51188663 118.18288151]
wsk586,-1247.0,30,45,12,10,0.006605612802037627,[ 24.50636516 118.18511703]
wsk587,40.0,24,7,4,1,0.021255934511672674,[ 24.54840515 118.1458435 ]
wsk588,-848.0,21,26,5,7,0.0025721815307507634,[ 24.45148256 118.08437255]
wsk589,-908.0,74,46,15,11,0.010135924789009135,[ 24.48314198 118.13838971]
wsk58b,-112.0,4,4,3,3,0.0027410592248829527,[ 24.50643465 118.14270142]
wsk58c,-104.0,10,1,5,1,0.003303990786425719,[ 24.53130806 118.11843969]
wsk58d,-1540.0,53,57,9,9,0.007249036610561633,[ 24.53257275 118.12020868]
wsk58e,-13.0,10,10,6,7,0.004611918104625319,[ 24.48850547 118.12569493]
wsk58f,-147.0,25,15,10,8,0.006642053548301283,[ 24.46783765 118.06899147]
wsk58g,-87.0,5,5,5,4,0.0036904217003058165,[ 24.47315444 118.06980553]
wsk58k,-19.0,5,3,5,2,0.003810895898179522,[ 24.47719645 118.14076475]
wsk58n,10.0,1,0,1,0,0.0008341387402897715,[ 24.4909095 118.1659178]
wsk58s,15.0,1,2,1,2,0.0013842528573684532,[ 24.50138614 118.17193619]
wsk58u,5.0,2,0,2,0,0.002150443083721676,[ 24.49730511 118.17060352]
wsk590,-158.0,1,1,1,1,0.007450058106097572,[ 24.49580264 118.16776219]
wsk591,-86.0,2,1,1,1,0.0027569256764340107,[ 24.52284616 118.09161674]
wsk592,-59.0,0,0,0,0,0.0005339031899445346,[ 24.53875083 118.13587653]
wsk593,-24.0,11,4,9,2,0.015079636668818336,[ 24.54326274 118.11822728]
wsk594,5.0,2,1,2,1,0.008791401969093508,[ 24.45717607 118.068686  ]
wsk596,-15.0,1,1,1,1,0.007493091800741427,[ 24.44256444 118.11845304]
