geohash,deposit,instrength,outstrength,indegree,outdegree,pagerank,fence_center
ws7gpx,-9.0,17,19,9,8,0.01300137782694833,[ 24.48213625 118.147357  ]
ws7gpy,-74.0,1,5,1,3,0.0014123694578690252,[ 24.50385463 118.15438352]
ws7gpz,-220.0,6,8,3,5,0.0044271874201459015,[ 24.50516339 118.15455417]
ws7gqb,-38.0,5,5,4,4,0.007156724532158033,[ 24.51505907 118.15373076]
ws7gqc,-14.0,0,2,0,2,0.0005575509256253517,[ 24.51612244 118.15348452]
ws7gqf,-28.0,6,4,4,2,0.008776151876863685,[ 24.53038825 118.14915225]
ws7gqg,-28.0,0,0,0,0,0.0005575509256253517,[ 24.52153663 118.1521418 ]
ws7gqu,0.0,0,0,0,0,0.0005575509256253517,[ 24.53281305 118.14813801]
ws7gr0,-23.0,10,11,6,6,0.010652900940981326,[ 24.53591245 118.14683439]
ws7gr1,-80.0,6,7,3,5,0.003624736248106461,[ 24.53808541 118.14597538]
ws7gr2,-41.0,5,6,3,5,0.004278782180002594,[ 24.44557099 118.14660891]
ws7gr3,89.0,15,6,7,4,0.011778587809911697,[ 24.44152685 118.1480862 ]
ws7gr4,2.0,6,8,3,5,0.003384373732323225,[ 24.45532523 118.14833852]
ws7gr5,-31.0,2,0,2,0,0.005058736689329117,[ 24.47819914 118.14256428]
ws7gr6,-221.0,8,17,6,7,0.010684420726064672,[ 24.4967146  118.18501548]
ws7gr7,-15.0,0,2,0,2,0.0005575509256253517,[ 24.51186957 118.16109537]
ws7gr8,-183.0,15,17,8,10,0.014475182018973937,[ 24.51875593 118.15801681]
ws7gr9,-265.0,7,10,6,9,0.013246056370675677,[ 24.52390339 118.16617557]
ws7grb,65.0,6,8,5,7,0.01047933526059447,[ 24.52737575 118.16673087]
ws7grc,47.0,9,4,7,3,0.014610148515673747,[ 24.51375214 118.16986226]
ws7grd,229.0,19,17,6,6,0.009304137780216427,[ 24.51804119 118.17589554]
ws7gre,2.0,9,10,4,5,0.011924070949792307,[ 24.52236616 118.17966224]
ws7grf,-5.0,10,11,5,5,0.011595330553396871,[ 24.52572506 118.18176609]
ws7grg,-36.0,14,10,7,5,0.02168434649253776,[ 24.52700474 118.18198023]
ws7grh,-3.0,0,0,0,0,0.0005575509256253517,[ 24.53387018 118.18012465]
ws7grj,14.0,0,0,0,0,0.0005575509256253517,[ 24.53333288 118.17988223]
ws7grk,-2.0,0,0,0,0,0.0005575509256253517,[ 24.43353433 118.11386739]
ws7grm,-20.0,1,2,1,2,0.0010758708050544108,[ 24.43222957 118.11532041]
ws7grn,150.0,3,2,3,2,0.0019921682834357314,[ 24.50464714 118.16166846]
ws7grp,97.0,3,1,3,1,0.0023275835019560126,[ 24.50523671 118.16274793]
ws7grq,235.0,11,2,7,1,0.09507140463370468,[ 24.50963894 118.17207076]
ws7grr,-116.0,3,4,2,3,0.0020261173163700894,[ 24.49517687 118.08147002]
ws7grs,-1.0,0,0,0,0,0.0005575509256253517,[ 24.50193425 118.128983  ]
ws7grt,-52.0,2,2,2,2,0.002641408799238274,[ 24.50176948 118.13926048]
ws7gru,75.0,20,15,10,6,0.021604764674612104,[ 24.49950432 118.1164174 ]
ws7grv,-149.0,10,12,4,7,0.005869292679192754,[ 24.49832126 118.11382509]
ws7grw,-18.0,6,8,5,6,0.003963292325647525,[ 24.49451978 118.1025855 ]
ws7grx,-175.0,7,7,5,5,0.004236826131434862,[ 24.50723001 118.1094841 ]
ws7gry,-281.0,13,20,4,6,0.0029774059910266204,[ 24.4666151  118.17533159]
ws7grz,318.0,16,12,7,7,0.0047653501762387855,[ 24.46502084 118.17668875]
ws7gx0,19.0,1,1,1,1,0.0007162838464639807,[ 24.47136062 118.1831801 ]
ws7gx1,24.0,0,0,0,0,0.0005575509256253517,[ 24.47371703 118.17782278]
ws7gx2,-135.0,2,7,2,5,0.0008237228842134733,[ 24.47244992 118.18125122]
ws7gx3,-230.0,0,5,0,5,0.0005575509256253517,[ 24.460277 118.171628]
ws7gx4,0.0,0,0,0,0,0.0005575509256253517,[ 24.4566265 118.165529 ]
ws7gx6,9.0,0,0,0,0,0.0005575509256253517,[ 24.455054   118.16230625]
ws7gx7,9.0,0,0,0,0,0.0005575509256253517,[ 24.48504181 118.18284177]
ws7gx8,-40.0,1,2,1,2,0.0006649899633748443,[ 24.48870679 118.18347639]
ws7gx9,-51.0,2,0,2,0,0.0017514480243719902,[ 24.53842334 118.15747019]
ws7gxb,160.0,6,0,6,0,0.0035751586715516937,[ 24.54070718 118.15939672]
ws7gxc,-57.0,1,3,1,2,0.0010839564550611655,[ 24.54401075 118.1607955 ]
ws7gxd,-46.0,0,1,0,1,0.0005575509256253517,[ 24.49191208 118.10806949]
ws7gxe,-39.0,1,0,1,0,0.0008261485199990833,[ 24.49972128 118.10700889]
ws7gxf,1.0,2,1,2,1,0.0013660032832131183,[ 24.4848605 118.1721585]
ws7gxg,0.0,0,0,0,0,0.0005575509256253517,[ 24.45926759 118.08483161]
ws7gxk,10.0,0,0,0,0,0.0005575509256253517,[ 24.46308624 118.08726632]
ws7gxs,-30.0,0,0,0,0,0.0005575509256253517,[ 24.458691   118.08099516]
ws7gxt,-26.0,0,2,0,2,0.0005575509256253517,[ 24.52003675 118.0919515 ]
ws7gxu,-4.0,0,1,0,1,0.0005575509256253517,[ 24.51111553 118.08881384]
ws7gxv,-11.0,0,0,0,0,0.0005575509256253517,[ 24.51134986 118.09259182]
ws7gxy,51.0,2,0,2,0,0.001363343708746546,[ 24.51209576 118.10626934]
wsk4bn,1.0,0,0,0,0,0.0005575509256253517,[ 24.51170734 118.11730894]
wsk4bp,-1.0,0,0,0,0,0.0005575509256253517,[ 24.47351509 118.11183928]
wsk502,0.0,0,0,0,0,0.0005575509256253517,[ 24.51886738 118.12019759]
wsk506,-1.0,0,0,0,0,0.0005575509256253517,[ 24.52345374 118.12011292]
wsk509,-14.0,0,0,0,0,0.0005575509256253517,[ 24.48115992 118.17349744]
wsk50d,-1.0,0,0,0,0,0.0005575509256253517,[ 24.4735375 118.1684105]
wsk50e,-7.0,0,0,0,0,0.0005575509256253517,[ 24.4714235 118.167369 ]
wsk50f,-3.0,0,0,0,0,0.0005575509256253517,[ 24.4798743  118.16460704]
wsk50g,14.0,0,0,0,0,0.0005575509256253517,[ 24.46315275 118.1638825 ]
wsk50p,-7.0,0,0,0,0,0.0005575509256253517,[ 24.48389926 118.16788443]
wsk50r,-15.0,0,0,0,0,0.0005575509256253517,[ 24.51750935 118.10560826]
wsk50u,1.0,0,0,0,0,0.0005575509256253517,[ 24.50810649 118.09582165]
wsk50v,-4.0,0,0,0,0,0.0005575509256253517,[ 24.50499856 118.09778058]
wsk50x,10.0,1,1,1,1,0.0009153106833093312,[ 24.46297931 118.0703931 ]
wsk50y,-124.0,0,1,0,1,0.0005575509256253517,[ 24.4665729  118.08991069]
wsk50z,-44.0,8,12,5,8,0.0029676927962357137,[ 24.46738901 118.09315847]
wsk51h,1.0,0,0,0,0,0.0005575509256253517,[ 24.46996473 118.10340131]
wsk51j,-22.0,1,0,1,0,0.0009153106833093312,[ 24.46315036 118.06955516]
wsk51n,-253.0,1,7,1,6,0.0006642123058384675,[ 24.53089684 118.13289233]
wsk51p,-138.0,1,5,1,5,0.0006906369049194125,[ 24.53243914 118.1372002 ]
wsk51q,6.0,0,0,0,0,0.0005575509256253517,[ 24.49881039 118.13577535]
wsk51r,210.0,4,1,4,1,0.0042368919467214855,[ 24.497574 118.136062]
wsk520,-50.0,1,0,1,0,0.001955210311260326,[ 24.49044611 118.19098662]
wsk521,122.0,8,4,7,3,0.01305361002083007,[ 24.496771   118.19111875]
wsk522,-58.0,5,5,3,3,0.007243913929702576,[ 24.48656555 118.1911107 ]
wsk523,-48.0,1,1,1,1,0.003537876068478373,[ 24.47778893 118.10026268]
wsk524,-151.0,1,7,1,5,0.005260278288046295,[ 24.46645866 118.10410345]
wsk525,-154.0,20,13,12,5,0.025309934061677742,[ 24.47579064 118.10073131]
wsk526,-131.0,8,8,5,5,0.007203871992305956,[ 24.48135488 118.18545754]
wsk527,-449.0,3,14,3,9,0.0030042998747653784,[ 24.49306787 118.13800006]
wsk528,45.0,9,8,5,5,0.00691838971636846,[ 24.4938935 118.1252675]
wsk529,-140.0,5,14,3,9,0.0014454308039411343,[ 24.49293839 118.1242847 ]
wsk52b,-104.0,11,7,8,5,0.008592034035340283,[ 24.5512632  118.12285318]
wsk52c,-156.0,5,7,5,6,0.0027814285025460047,[ 24.55471569 118.12310719]
wsk52d,-25.0,10,14,5,8,0.003762701051066091,[ 24.48570845 118.11696502]
wsk52e,-264.0,14,12,5,6,0.0036809740762944743,[ 24.53871872 118.11236796]
wsk52f,-47.0,2,2,2,2,0.0013042861243989382,[ 24.4382655 118.140142 ]
wsk52g,25.0,3,2,2,2,0.0011592191010187988,[ 24.53492218 118.15878072]
wsk52h,-69.0,8,8,4,5,0.01557264304704048,[ 24.438891  118.0856975]
wsk52j,27.0,8,7,6,4,0.012346788133313231,[ 24.4354705 118.095235 ]
wsk52k,-6.0,3,4,2,4,0.0011588625247161723,[ 24.42720888 118.12165507]
wsk52m,-30.0,2,2,2,2,0.0014172750431060757,[ 24.47229127 118.08403083]
wsk52n,31.0,3,2,3,2,0.0051006038323458186,[ 24.5235165 118.13541  ]
wsk52p,-31.0,4,4,4,4,0.005845375362179561,[ 24.52372975 118.1360545 ]
wsk52q,12.0,0,5,0,4,0.0005575509256253517,[ 24.47907691 118.08172943]
wsk52r,-68.0,8,6,5,4,0.005808608346911541,[ 24.545071  118.1541175]
wsk52s,-54.0,4,6,2,4,0.0015145479012250787,[ 24.53281779 118.09079431]
wsk52t,-100.0,1,4,1,4,0.0007344665670027457,[ 24.52830984 118.09095705]
wsk52u,-1.0,0,0,0,0,0.0005575509256253517,[ 24.44843901 118.07912881]
wsk52v,65.0,1,1,1,1,0.0008795743606888559,[ 24.47743628 118.07898814]
wsk52w,-169.0,11,10,9,4,0.012248237395156826,[ 24.45346768 118.07870118]
wsk52x,57.0,7,2,2,2,0.0041601912947345126,[ 24.44697575 118.0817225 ]
wsk52y,62.0,1,0,1,0,0.0014054432378145967,[ 24.515459   118.13248275]
wsk52z,17.0,1,1,1,1,0.0016542740892669505,[ 24.46695368 118.07924954]
wsk530,-253.0,8,9,6,5,0.00306826500952088,[ 24.474209  118.1573665]
wsk531,87.0,21,26,7,7,0.005963704065476855,[ 24.46053978 118.11043574]
wsk532,279.0,17,4,7,3,0.012515358174543073,[ 24.5181967  118.13180673]
wsk533,204.0,14,12,10,7,0.01364200780151229,[ 24.5109425  118.14124275]
wsk534,515.0,13,7,8,3,0.00579531863520446,[ 24.43420653 118.1138034 ]
wsk535,-49.0,1,0,1,0,0.0011863605027191573,[ 24.43365726 118.11460905]
wsk536,169.0,4,0,3,0,0.0033922607830179884,[ 24.49144733 118.17953102]
wsk537,2.0,2,0,2,0,0.004760708371760192,[ 24.53179176 118.17895059]
wsk539,71.0,4,0,4,0,0.006983151839317336,[ 24.54912961 118.11371892]
wsk53d,10.0,1,0,1,0,0.002437441919902647,[ 24.54874466 118.11410023]
wsk53e,7.0,0,1,0,1,0.0005575509256253517,[ 24.52080887 118.13644534]
wsk53h,5.0,0,1,0,1,0.0005575509256253517,[ 24.53638881 118.134006  ]
wsk53j,61.0,4,3,3,2,0.007087753351394236,[ 24.53421639 118.096412  ]
wsk53k,-13.0,0,3,0,3,0.0005575509256253517,[ 24.54380033 118.10093711]
wsk53m,-90.0,4,4,2,2,0.0021125105639125284,[ 24.53838594 118.09473826]
wsk53n,40.0,1,1,1,1,0.0015753153751650653,[ 24.44411279 118.08041601]
wsk53p,-24.0,0,3,0,2,0.0005575509256253517,[ 24.54571668 118.10357287]
wsk53q,1.0,1,0,1,0,0.0007366159885411727,[ 24.55775917 118.13069581]
wsk580,-39.0,1,0,1,0,0.0012142528356245271,[ 24.42702037 118.12586087]
wsk581,-346.0,4,8,3,8,0.002371984772386166,[ 24.4316807  118.13539268]
wsk582,-268.0,6,12,4,8,0.003939280648850705,[ 24.43330653 118.10233317]
wsk583,-504.0,2,12,2,5,0.0027291665099209565,[ 24.446647  118.1572235]
wsk584,217.0,3,3,3,3,0.003344441286293382,[ 24.4477945  118.15911425]
wsk585,12.0,0,0,0,0,0.0005575509256253517,[ 24.51188663 118.18288151]
wsk586,-128.0,18,15,8,7,0.0076164297828569365,[ 24.50636516 118.18511703]
wsk587,312.0,6,3,4,3,0.0036834319927384535,[ 24.54840515 118.1458435 ]
wsk588,-276.0,17,19,4,6,0.004029035959717917,[ 24.45148256 118.08437255]
wsk589,347.0,17,18,7,5,0.010688709940020585,[ 24.48314198 118.13838971]
wsk58b,10.0,1,1,1,1,0.014310825358995435,[ 24.50643465 118.14270142]
wsk58c,38.0,2,2,2,2,0.0023278925984428884,[ 24.53130806 118.11843969]
wsk58d,-234.0,47,44,7,7,0.007957120341354798,[ 24.53257275 118.12020868]
wsk58e,6.0,3,3,2,2,0.0031955068475671556,[ 24.48850547 118.12569493]
wsk58f,89.0,8,4,5,3,0.008681421557725177,[ 24.46783765 118.06899147]
wsk58g,21.0,0,0,0,0,0.0005575509256253517,[ 24.47315444 118.06980553]
wsk58k,-6.0,1,0,1,0,0.0016024860227457196,[ 24.47719645 118.14076475]
wsk58n,27.0,0,0,0,0,0.0005575509256253517,[ 24.4909095 118.1659178]
wsk58s,3.0,2,1,1,1,0.0010839564550611655,[ 24.50138614 118.17193619]
wsk58u,0.0,0,0,0,0,0.0005575509256253517,[ 24.49730511 118.17060352]
wsk590,-30.0,0,1,0,1,0.0005575509256253517,[ 24.49580264 118.16776219]
wsk591,11.0,0,0,0,0,0.0005575509256253517,[ 24.52284616 118.09161674]
wsk592,-27.0,0,0,0,0,0.0005575509256253517,[ 24.53875083 118.13587653]
wsk593,81.0,5,0,4,0,0.002696537586225086,[ 24.54326274 118.11822728]
wsk594,10.0,1,1,1,1,0.0008261485199990833,[ 24.45717607 118.068686  ]
wsk596,0.0,0,1,0,1,0.0005575509256253517,[ 24.44256444 118.11845304]
